"CUST_ID","CUST_GENDER","CUST_YEAR_OF_BIRTH","CUST_MARITAL_STATUS","CUST_INCOME_LEVEL","CUST_CREDIT_LIMIT"
"21057","M","1968","married","&quot;F: 110,000 - 129,999&quot;","1500"
"24613","M","1942","","&quot;F: 110,000 - 129,999&quot;","7000"
"28168","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"31723","M","1950","married","&quot;F: 110,000 - 129,999&quot;","1500"
"35279","M","1969","","&quot;F: 110,000 - 129,999&quot;","7000"
"37946","M","1963","","&quot;F: 110,000 - 129,999&quot;","7000"
"41501","M","1938","single","&quot;F: 110,000 - 129,999&quot;","9000"
"45056","M","1976","married","&quot;F: 110,000 - 129,999&quot;","1500"
"8213","M","1972","married","&quot;F: 110,000 - 129,999&quot;","1500"
"43768","M","1940","","&quot;F: 110,000 - 129,999&quot;","7000"
"48835","M","1946","single","&quot;F: 110,000 - 129,999&quot;","9000"
"2391","M","1964","married","&quot;F: 110,000 - 129,999&quot;","1500"
"5946","M","1949","","&quot;F: 110,000 - 129,999&quot;","7000"
"9501","M","1970","single","&quot;F: 110,000 - 129,999&quot;","9000"
"13057","M","1952","married","&quot;F: 110,000 - 129,999&quot;","1500"
"16613","M","1973","","&quot;F: 110,000 - 129,999&quot;","7000"
"20168","M","1966","single","&quot;F: 110,000 - 129,999&quot;","9000"
"23724","M","1948","married","&quot;F: 110,000 - 129,999&quot;","1500"
"27279","M","1957","","&quot;F: 110,000 - 129,999&quot;","7000"
"30834","M","1984","single","&quot;F: 110,000 - 129,999&quot;","9000"
"34391","M","1975","married","&quot;F: 110,000 - 129,999&quot;","1500"
"36168","M","1941","single","&quot;F: 110,000 - 129,999&quot;","9000"
"39723","M","1978","married","&quot;F: 110,000 - 129,999&quot;","1500"
"43279","M","1979","","&quot;F: 110,000 - 129,999&quot;","7000"
"25991","M","1982","single","&quot;F: 110,000 - 129,999&quot;","9000"
"47057","M","1951","married","&quot;F: 110,000 - 129,999&quot;","1500"
"50612","M","1954","","&quot;F: 110,000 - 129,999&quot;","7000"
"4168","M","1947","single","&quot;F: 110,000 - 129,999&quot;","9000"
"7724","M","1945","married","&quot;F: 110,000 - 129,999&quot;","1500"
"11279","M","1949","","&quot;F: 110,000 - 129,999&quot;","7000"
"14835","M","1945","single","&quot;F: 110,000 - 129,999&quot;","9000"
"18390","M","1981","married","&quot;F: 110,000 - 129,999&quot;","1500"
"44334","M","1965","","&quot;F: 110,000 - 129,999&quot;","7000"
"21945","M","1956","","&quot;F: 110,000 - 129,999&quot;","7000"
"25502","M","1958","single","&quot;F: 110,000 - 129,999&quot;","9000"
"29057","M","1953","married","&quot;F: 110,000 - 129,999&quot;","1500"
"32612","M","1959","","&quot;F: 110,000 - 129,999&quot;","7000"
"37057","M","1941","married","&quot;F: 110,000 - 129,999&quot;","1500"
"40612","M","1947","","&quot;F: 110,000 - 129,999&quot;","7000"
"44167","M","1974","single","&quot;F: 110,000 - 129,999&quot;","9000"
"34880","M","1955","married","&quot;F: 110,000 - 129,999&quot;","1500"
"47946","M","1937","","&quot;F: 110,000 - 129,999&quot;","7000"
"1502","M","1945","single","&quot;F: 110,000 - 129,999&quot;","9000"
"5057","M","1947","married","&quot;F: 110,000 - 129,999&quot;","1500"
"8612","M","1939","","&quot;F: 110,000 - 129,999&quot;","7000"
"12169","M","1944","single","&quot;F: 110,000 - 129,999&quot;","9000"
"15724","M","1943","married","&quot;F: 110,000 - 129,999&quot;","1500"
"19279","M","1961","","&quot;F: 110,000 - 129,999&quot;","7000"
"49324","M","1942","single","&quot;F: 110,000 - 129,999&quot;","9000"
"22834","M","1980","single","&quot;F: 110,000 - 129,999&quot;","9000"
"26390","M","1940","married","&quot;F: 110,000 - 129,999&quot;","1500"
"29946","M","1967","","&quot;F: 110,000 - 129,999&quot;","7000"
"33501","M","1983","single","&quot;F: 110,000 - 129,999&quot;","9000"
"36170","M","1961","","&quot;J: 190,000 - 249,999&quot;","15000"
"39725","M","1988","single","&quot;J: 190,000 - 249,999&quot;","11000"
"43281","M","1979","married","&quot;J: 190,000 - 249,999&quot;","7000"
"26003","M","1955","","&quot;J: 190,000 - 249,999&quot;","15000"
"47059","M","1978","single","&quot;J: 190,000 - 249,999&quot;","11000"
"50614","M","1976","married","&quot;J: 190,000 - 249,999&quot;","7000"
"4170","M","1952","","&quot;J: 190,000 - 249,999&quot;","15000"
"7726","M","1950","single","&quot;J: 190,000 - 249,999&quot;","11000"
"11281","M","1968","married","&quot;J: 190,000 - 249,999&quot;","7000"
"14837","M","1953","","&quot;J: 190,000 - 249,999&quot;","15000"
"18392","M","1974","single","&quot;J: 190,000 - 249,999&quot;","11000"
"45446","M","1953","married","&quot;J: 190,000 - 249,999&quot;","7000"
"21947","M","1956","married","&quot;J: 190,000 - 249,999&quot;","7000"
"25504","M","1977","","&quot;J: 190,000 - 249,999&quot;","15000"
"29059","M","1970","single","&quot;J: 190,000 - 249,999&quot;","11000"
"32614","M","1960","married","&quot;J: 190,000 - 249,999&quot;","7000"
"37948","M","1957","married","&quot;J: 190,000 - 249,999&quot;","7000"
"41503","M","1963","","&quot;J: 190,000 - 249,999&quot;","15000"
"45058","M","1957","single","&quot;J: 190,000 - 249,999&quot;","11000"
"8225","M","1964","single","&quot;J: 190,000 - 249,999&quot;","11000"
"43780","M","1975","married","&quot;J: 190,000 - 249,999&quot;","7000"
"28173","M","1937","","&quot;C: 50,000 - 69,999&quot;","7000"
"31728","M","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"35284","M","1934","married","&quot;C: 50,000 - 69,999&quot;","1500"
"38841","M","1954","married","&quot;E: 90,000 - 109,999&quot;","5000"
"42396","M","1933","","&quot;E: 90,000 - 109,999&quot;","10000"
"17158","M","1944","","&quot;E: 90,000 - 109,999&quot;","3000"
"46174","M","1943","married","&quot;E: 90,000 - 109,999&quot;","5000"
"49729","M","1946","","&quot;E: 90,000 - 109,999&quot;","10000"
"3286","M","1942","","&quot;E: 90,000 - 109,999&quot;","3000"
"6841","M","1980","married","&quot;E: 90,000 - 109,999&quot;","5000"
"10396","M","1955","","&quot;E: 90,000 - 109,999&quot;","10000"
"13952","M","1957","","&quot;E: 90,000 - 109,999&quot;","3000"
"17507","M","1952","married","&quot;E: 90,000 - 109,999&quot;","5000"
"21063","M","1958","","&quot;E: 90,000 - 109,999&quot;","10000"
"24619","M","1937","","&quot;E: 90,000 - 109,999&quot;","3000"
"28174","M","1977","married","&quot;E: 90,000 - 109,999&quot;","5000"
"31729","M","1978","","&quot;E: 90,000 - 109,999&quot;","10000"
"35285","M","1939","","&quot;E: 90,000 - 109,999&quot;","3000"
"36174","M","1971","married","&quot;E: 90,000 - 109,999&quot;","5000"
"39729","M","1937","","&quot;E: 90,000 - 109,999&quot;","10000"
"43285","M","1945","","&quot;E: 90,000 - 109,999&quot;","3000"
"26047","M","1946","married","&quot;E: 90,000 - 109,999&quot;","5000"
"47063","M","1935","","&quot;E: 90,000 - 109,999&quot;","10000"
"50618","M","1940","","&quot;E: 90,000 - 109,999&quot;","3000"
"4174","M","1939","married","&quot;E: 90,000 - 109,999&quot;","5000"
"7730","M","1960","","&quot;E: 90,000 - 109,999&quot;","10000"
"11285","M","1979","","&quot;E: 90,000 - 109,999&quot;","3000"
"14841","M","1936","married","&quot;E: 90,000 - 109,999&quot;","5000"
"18396","M","1966","","&quot;E: 90,000 - 109,999&quot;","10000"
"45891","M","1944","","&quot;E: 90,000 - 109,999&quot;","3000"
"21951","M","1982","","&quot;E: 90,000 - 109,999&quot;","3000"
"25508","M","1938","married","&quot;E: 90,000 - 109,999&quot;","5000"
"29063","M","1945","","&quot;E: 90,000 - 109,999&quot;","10000"
"32618","M","1973","","&quot;E: 90,000 - 109,999&quot;","3000"
"37952","M","1981","","&quot;E: 90,000 - 109,999&quot;","3000"
"41507","M","1950","married","&quot;E: 90,000 - 109,999&quot;","5000"
"45062","M","1953","","&quot;E: 90,000 - 109,999&quot;","10000"
"8269","M","1976","","&quot;E: 90,000 - 109,999&quot;","10000"
"43824","M","1947","","&quot;E: 90,000 - 109,999&quot;","3000"
"48841","M","1947","married","&quot;E: 90,000 - 109,999&quot;","5000"
"2397","M","1944","","&quot;E: 90,000 - 109,999&quot;","10000"
"5952","M","1961","","&quot;E: 90,000 - 109,999&quot;","3000"
"9507","M","1967","married","&quot;E: 90,000 - 109,999&quot;","5000"
"13063","M","1938","","&quot;E: 90,000 - 109,999&quot;","10000"
"16619","M","1941","","&quot;E: 90,000 - 109,999&quot;","3000"
"20174","M","1949","married","&quot;E: 90,000 - 109,999&quot;","5000"
"23730","M","1968","","&quot;E: 90,000 - 109,999&quot;","10000"
"27285","M","1959","","&quot;E: 90,000 - 109,999&quot;","3000"
"2401","F","1973","married","&quot;D: 70,000 - 89,999&quot;","5000"
"5956","F","1961","","&quot;D: 70,000 - 89,999&quot;","10000"
"9511","F","1930","single","&quot;D: 70,000 - 89,999&quot;","3000"
"13067","F","1974","married","&quot;D: 70,000 - 89,999&quot;","5000"
"16623","F","1940","","&quot;D: 70,000 - 89,999&quot;","10000"
"20178","F","1944","single","&quot;D: 70,000 - 89,999&quot;","3000"
"23734","F","1937","married","&quot;D: 70,000 - 89,999&quot;","5000"
"27289","F","1975","","&quot;D: 70,000 - 89,999&quot;","10000"
"30844","F","1946","single","&quot;D: 70,000 - 89,999&quot;","3000"
"34401","F","1945","married","&quot;D: 70,000 - 89,999&quot;","5000"
"37067","F","1950","married","&quot;D: 70,000 - 89,999&quot;","5000"
"40622","F","1971","","&quot;D: 70,000 - 89,999&quot;","10000"
"44177","F","1964","single","&quot;D: 70,000 - 89,999&quot;","3000"
"34980","F","1932","married","&quot;D: 70,000 - 89,999&quot;","5000"
"47956","F","1965","","&quot;D: 70,000 - 89,999&quot;","10000"
"1512","F","1981","single","&quot;D: 70,000 - 89,999&quot;","3000"
"5067","F","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"8622","F","1943","","&quot;D: 70,000 - 89,999&quot;","10000"
"12179","F","1972","single","&quot;D: 70,000 - 89,999&quot;","3000"
"15734","F","1970","married","&quot;D: 70,000 - 89,999&quot;","5000"
"19289","F","1934","","&quot;D: 70,000 - 89,999&quot;","10000"
"49424","F","1978","single","&quot;D: 70,000 - 89,999&quot;","3000"
"22844","F","1944","single","&quot;D: 70,000 - 89,999&quot;","3000"
"26400","F","1962","married","&quot;D: 70,000 - 89,999&quot;","5000"
"29956","F","1947","","&quot;D: 70,000 - 89,999&quot;","10000"
"33511","F","1968","single","&quot;D: 70,000 - 89,999&quot;","3000"
"36178","F","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"39733","F","1935","married","&quot;D: 70,000 - 89,999&quot;","5000"
"43289","F","1959","","&quot;D: 70,000 - 89,999&quot;","10000"
"26091","F","1956","single","&quot;D: 70,000 - 89,999&quot;","3000"
"47067","F","1951","married","&quot;D: 70,000 - 89,999&quot;","5000"
"50622","F","1957","","&quot;D: 70,000 - 89,999&quot;","10000"
"4178","F","1933","single","&quot;D: 70,000 - 89,999&quot;","3000"
"7734","F","1976","married","&quot;D: 70,000 - 89,999&quot;","5000"
"11289","F","1977","","&quot;D: 70,000 - 89,999&quot;","10000"
"14845","F","1936","single","&quot;D: 70,000 - 89,999&quot;","3000"
"18400","F","1953","married","&quot;D: 70,000 - 89,999&quot;","5000"
"46335","F","1954","","&quot;D: 70,000 - 89,999&quot;","10000"
"21955","F","1929","","&quot;D: 70,000 - 89,999&quot;","15000"
"25512","F","1943","single","&quot;D: 70,000 - 89,999&quot;","3000"
"29067","F","1945","married","&quot;D: 70,000 - 89,999&quot;","5000"
"32622","F","1931","","&quot;D: 70,000 - 89,999&quot;","10000"
"38845","F","1939","single","&quot;D: 70,000 - 89,999&quot;","3000"
"42400","F","1979","married","&quot;D: 70,000 - 89,999&quot;","5000"
"17202","F","1934","","&quot;D: 70,000 - 89,999&quot;","10000"
"3287","F","1952","single","&quot;I: 170,000 - 189,999&quot;","7000"
"6842","F","1973","single","&quot;I: 170,000 - 189,999&quot;","9000"
"10397","F","1955","single","&quot;I: 170,000 - 189,999&quot;","1500"
"13953","F","1976","single","&quot;I: 170,000 - 189,999&quot;","7000"
"17508","F","1969","single","&quot;I: 170,000 - 189,999&quot;","9000"
"21064","F","1957","single","&quot;I: 170,000 - 189,999&quot;","1500"
"24620","F","1960","single","&quot;I: 170,000 - 189,999&quot;","7000"
"28175","F","1987","single","&quot;I: 170,000 - 189,999&quot;","9000"
"31730","F","1978","single","&quot;I: 170,000 - 189,999&quot;","1500"
"35286","F","1966","single","&quot;I: 170,000 - 189,999&quot;","7000"
"37061","M","1939","married","&quot;A: Below 30,000&quot;","1500"
"40616","M","1936","","&quot;A: Below 30,000&quot;","1500"
"44171","M","1957","single","&quot;A: Below 30,000&quot;","1500"
"34914","M","1933","married","&quot;A: Below 30,000&quot;","1500"
"47950","M","1952","","&quot;A: Below 30,000&quot;","1500"
"1506","M","1979","single","&quot;A: Below 30,000&quot;","1500"
"5061","M","1970","married","&quot;A: Below 30,000&quot;","1500"
"8616","M","1958","","&quot;A: Below 30,000&quot;","1500"
"12173","M","1918","single","&quot;A: Below 30,000&quot;","1500"
"15728","M","1971","married","&quot;A: Below 30,000&quot;","1500"
"19283","M","1931","","&quot;A: Below 30,000&quot;","1500"
"49358","M","1961","single","&quot;A: Below 30,000&quot;","1500"
"22838","M","1938","single","&quot;A: Below 30,000&quot;","1500"
"26394","M","1928","married","&quot;A: Below 30,000&quot;","1500"
"29950","M","1972","","&quot;A: Below 30,000&quot;","1500"
"33505","M","1943","single","&quot;A: Below 30,000&quot;","1500"
"37951","M","1961","married","&quot;C: 50,000 - 69,999&quot;","1500"
"41506","M","1946","","&quot;C: 50,000 - 69,999&quot;","7000"
"45061","M","1967","","&quot;C: 50,000 - 69,999&quot;","9000"
"8258","M","1932","","&quot;C: 50,000 - 69,999&quot;","9000"
"43813","M","1931","married","&quot;C: 50,000 - 69,999&quot;","1500"
"48840","M","1958","","&quot;C: 50,000 - 69,999&quot;","7000"
"2396","M","1977","","&quot;C: 50,000 - 69,999&quot;","9000"
"5951","M","1928","married","&quot;C: 50,000 - 69,999&quot;","3000"
"9506","M","1964","","&quot;C: 50,000 - 69,999&quot;","7000"
"13062","M","1980","","&quot;C: 50,000 - 69,999&quot;","9000"
"16618","M","1932","married","&quot;C: 50,000 - 69,999&quot;","1500"
"20173","M","1941","","&quot;C: 50,000 - 69,999&quot;","7000"
"23729","M","1971","","&quot;C: 50,000 - 69,999&quot;","9000"
"27284","M","1969","married","&quot;C: 50,000 - 69,999&quot;","1500"
"30839","M","1931","","&quot;C: 50,000 - 69,999&quot;","7000"
"34396","M","1943","","&quot;C: 50,000 - 69,999&quot;","9000"
"37062","M","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"40617","M","1944","married","&quot;C: 50,000 - 69,999&quot;","1500"
"44172","M","1927","","&quot;C: 50,000 - 69,999&quot;","9000"
"34925","M","1936","","&quot;C: 50,000 - 69,999&quot;","9000"
"47951","M","1978","married","&quot;C: 50,000 - 69,999&quot;","1500"
"1507","M","1953","","&quot;C: 50,000 - 69,999&quot;","7000"
"5062","M","1955","","&quot;C: 50,000 - 69,999&quot;","9000"
"8617","M","1950","married","&quot;C: 50,000 - 69,999&quot;","1500"
"12174","M","1956","","&quot;C: 50,000 - 69,999&quot;","7000"
"15729","M","1929","","&quot;C: 50,000 - 69,999&quot;","11000"
"19284","M","1975","married","&quot;C: 50,000 - 69,999&quot;","1500"
"49369","M","1940","","&quot;C: 50,000 - 69,999&quot;","7000"
"22839","M","1976","","&quot;C: 50,000 - 69,999&quot;","7000"
"26395","M","1933","","&quot;C: 50,000 - 69,999&quot;","9000"
"29951","M","1952","married","&quot;C: 50,000 - 69,999&quot;","1500"
"33506","M","1925","","&quot;C: 50,000 - 69,999&quot;","9000"
"36173","M","1951","","&quot;C: 50,000 - 69,999&quot;","7000"
"39728","M","1938","","&quot;C: 50,000 - 69,999&quot;","9000"
"43284","M","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"26036","M","1940","","&quot;C: 50,000 - 69,999&quot;","7000"
"47062","M","1959","","&quot;C: 50,000 - 69,999&quot;","9000"
"50617","M","1965","married","&quot;C: 50,000 - 69,999&quot;","1500"
"4173","M","1930","","&quot;C: 50,000 - 69,999&quot;","7000"
"7729","M","1935","","&quot;C: 50,000 - 69,999&quot;","9000"
"11284","M","1947","married","&quot;C: 50,000 - 69,999&quot;","1500"
"14840","M","1966","","&quot;C: 50,000 - 69,999&quot;","7000"
"18395","M","1957","","&quot;C: 50,000 - 69,999&quot;","9000"
"45780","M","1943","married","&quot;C: 50,000 - 69,999&quot;","1500"
"21950","M","1968","married","&quot;C: 50,000 - 69,999&quot;","1500"
"25507","M","1962","","&quot;C: 50,000 - 69,999&quot;","7000"
"29062","M","1979","","&quot;C: 50,000 - 69,999&quot;","9000"
"32617","M","1948","married","&quot;C: 50,000 - 69,999&quot;","1500"
"38840","M","1974","","&quot;C: 50,000 - 69,999&quot;","7000"
"42395","M","1945","","&quot;C: 50,000 - 69,999&quot;","9000"
"17147","M","1949","married","&quot;C: 50,000 - 69,999&quot;","1500"
"46173","M","1970","","&quot;C: 50,000 - 69,999&quot;","7000"
"49728","M","1963","","&quot;C: 50,000 - 69,999&quot;","9000"
"3285","M","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"6840","M","1954","","&quot;C: 50,000 - 69,999&quot;","7000"
"10395","M","1981","","&quot;C: 50,000 - 69,999&quot;","9000"
"13951","M","1972","married","&quot;C: 50,000 - 69,999&quot;","1500"
"17506","M","1960","","&quot;C: 50,000 - 69,999&quot;","7000"
"21062","M","1926","","&quot;C: 50,000 - 69,999&quot;","11000"
"24618","M","1973","married","&quot;C: 50,000 - 69,999&quot;","1500"
"7735","F","1981","","&quot;C: 50,000 - 69,999&quot;","9000"
"11290","F","1972","married","&quot;C: 50,000 - 69,999&quot;","1500"
"14846","F","1960","","&quot;C: 50,000 - 69,999&quot;","7000"
"18401","F","1926","","&quot;C: 50,000 - 69,999&quot;","11000"
"46446","F","1949","married","&quot;C: 50,000 - 69,999&quot;","1500"
"21956","F","1973","married","&quot;C: 50,000 - 69,999&quot;","1500"
"25513","F","1937","","&quot;C: 50,000 - 69,999&quot;","7000"
"29068","F","1942","","&quot;C: 50,000 - 69,999&quot;","9000"
"32623","F","1934","married","&quot;C: 50,000 - 69,999&quot;","1500"
"38846","F","1946","","&quot;C: 50,000 - 69,999&quot;","7000"
"42401","F","1967","","&quot;C: 50,000 - 69,999&quot;","9000"
"17213","F","1931","married","&quot;C: 50,000 - 69,999&quot;","1500"
"46179","F","1958","","&quot;C: 50,000 - 69,999&quot;","7000"
"49734","F","1977","","&quot;C: 50,000 - 69,999&quot;","9000"
"3291","F","1928","married","&quot;C: 50,000 - 69,999&quot;","3000"
"6846","F","1964","","&quot;C: 50,000 - 69,999&quot;","7000"
"10401","F","1980","","&quot;C: 50,000 - 69,999&quot;","9000"
"13957","F","1932","married","&quot;C: 50,000 - 69,999&quot;","1500"
"17512","F","1941","","&quot;C: 50,000 - 69,999&quot;","7000"
"21068","F","1971","","&quot;C: 50,000 - 69,999&quot;","9000"
"24624","F","1969","married","&quot;C: 50,000 - 69,999&quot;","1500"
"28179","F","1931","","&quot;C: 50,000 - 69,999&quot;","7000"
"31734","F","1943","","&quot;C: 50,000 - 69,999&quot;","9000"
"35290","F","1961","married","&quot;C: 50,000 - 69,999&quot;","1500"
"37068","F","1938","","&quot;C: 50,000 - 69,999&quot;","9000"
"40623","F","1939","married","&quot;C: 50,000 - 69,999&quot;","1500"
"44178","F","1940","","&quot;C: 50,000 - 69,999&quot;","7000"
"34991","F","1959","","&quot;C: 50,000 - 69,999&quot;","9000"
"47957","F","1965","married","&quot;C: 50,000 - 69,999&quot;","1500"
"1513","F","1930","","&quot;C: 50,000 - 69,999&quot;","7000"
